exporter,importer,baseline modeled trade,experiment trade,trade change (percent),baseline observed trade,experiment observed trade,trade change (observed level)
Italy,Vietnam,10952997.524398027,10969369.156704796,0.1494717064465809,2769891.91,2774032.1147046033,4140.20470460318
Japan,Australia,15327311.94859502,15324163.309581358,-0.02054266934882574,36984138.41,36976540.88073492,-7597.529265075922
Japan,Brazil,13752756.529015698,13765810.582448296,0.0949195414392536,5697653.28,5703061.466366175,5408.18636617437
Japan,Brunei,526366.5695288262,526866.3770140004,0.09495426079617307,2112536.55,2114542.4934651013,2005.9434651015326
Japan,Canada,27247215.279885173,27257731.573699106,0.03859584807441285,5301433.64,5303479.773273461,2046.1332734609023
Japan,Chile,6000267.829280685,6005897.545066073,0.09382440826916882,5897465.28,5902998.54190184,5533.261901839636
Japan,China,68458595.96406037,68519950.8339621,0.08962332492758383,21804211.06,21823752.7189262,19541.65892620012
Japan,France,27265053.742229518,27288706.74200611,0.08675207465282063,4941963.14,4946250.395552528,4287.255552528426
Japan,Germany,53051180.40914067,53096693.25427917,0.08579044761585707,2883054.86,2885528.2456694045,2473.385669404641
Japan,India,25202376.75078378,25163919.1284928,-0.1525952201701931,6710011.11,6699771.953773252,-10239.1562267486
Japan,Italy,27479175.62304159,27503560.548428554,0.08873965406195901,6579502.37,6585340.997642136,5838.627642136067
Japan,Japan,241955141.45761013,242169208.49580893,0.0884738538347212,15209935.85,15223392.666412285,13456.81641228497
Japan,Malaysia,11512078.536737114,11522727.495783597,0.09250248782181511,4108466.84,4112267.2740383344,3800.434038334526
Japan,Mexico,23699310.819907237,23720363.894014265,0.08883411955314804,5062543.94,5067041.20633609,4497.266336089931
Japan,New Zealand,3574844.393914348,3575382.641157022,0.01505652228081645,158724.16,158748.05833851546,23.898338515457
Japan,Peru,3155380.2767545977,3160747.161425408,0.17008677877426262,2161106.09,2164781.845734375,3675.7557343752123
Japan,Russia,10684805.21680507,10693204.507508907,0.07860967545413385,6254926.47,6259843.447397962,4916.977397962473
Japan,Singapore,24111288.12155992,24132550.428670797,0.0881840364715456,11194587.96,11204459.799529487,9871.839529486373
Japan,UK,42195624.8180819,42209376.0739008,0.03258929303258766,3476581.56,3477714.553352105,1132.9933521049097
Japan,USA,138444750.7319364,138571079.5935196,0.09124857455072984,53009426.08,53057796.425675526,48370.34567552805
Japan,Vietnam,13005124.196835656,13024586.013638811,0.14964729677776412,2897036.44,2901371.7767191264,4335.336719126441
Malaysia,Australia,4333445.634178659,4332365.1058154255,-0.0249346237255433,3037527.79,3036770.3938750047,-757.3961249953136
Malaysia,Brazil,8292632.721780786,8300139.421478014,0.09052251497297877,1758697.94,1760289.9576060658,1592.0176060658414
Malaysia,Brunei,478413.2358500896,478846.473637847,0.0905572328047322,849439.14,850208.3685795444,769.2285795443458
Malaysia,Canada,8365167.579829604,8368028.575540036,0.03420129582735598,674628.83,674859.5618018849,230.73180188494734
Malaysia,Chile,3444318.7825827464,3447398.9483479355,0.08942742991052113,8813.63,8821.511802790821,7.881802790821894
Malaysia,China,42031163.35092742,42066985.05343934,0.08522653111653908,8918163.5,8925764.141390352,7600.641390351579
Malaysia,France,16539509.150253467,16553130.330325278,0.08235540697168463,283200.5,283433.7309243208,233.23092432081467
Malaysia,Germany,32571553.627928935,32598064.860369336,0.0813938221776085,716069.23,716652.0661157347,582.8361157347681
Malaysia,India,7058642.929049627,7047562.174417323,-0.156981373667465,4984843.28,4977018.004543886,-7825.275456114672
Malaysia,Italy,16078238.46194833,16091799.31438641,0.08434289906929132,126499.19,126605.88308414517,106.69308414516854
Malaysia,Japan,20169076.012636475,20186033.58896614,0.0840771105182955,376067.63,376383.81679689867,316.1867968986626
Malaysia,Malaysia,44334923.77663787,44373985.312846705,0.08810556753324467,60980671.69,61034399.05687806,53727.36687806249
Malaysia,Mexico,14283624.875346147,14295685.591161858,0.0844373604107234,2241104.28,2242996.6092980835,1892.3292980836704
Malaysia,New Zealand,1030977.813811698,1031087.7470180753,0.010663004082588025,313469.06,313502.48521866545,33.42521866544848
Malaysia,Peru,1865167.2561001154,1868257.5855192582,0.16568645031890492,86255.74,86398.65407380232,142.9140738023125
Malaysia,Russia,6560093.5443686675,6564962.010565066,0.07421336545692175,258610.15,258802.0732957282,191.9232957281929
Malaysia,Singapore,19455800.31629412,19472101.807217777,0.08378730588638705,19228717.13,19244828.35403974,16111.22403974086
Malaysia,UK,12384119.18912731,12387610.892107908,0.028195004644851855,576361.31,576523.8150981257,162.50509812566452
Malaysia,USA,40548895.07474633,40584112.48323919,0.08685170934482249,16286381.76,16300526.760948982,14145.000948982313
Malaysia,Vietnam,7144609.762124243,7154987.155352015,0.14524786619957306,5246720.84,5254341.590065549,7620.750065549277
Mexico,Australia,10913342.77639743,10911188.205409257,-0.019742539314648963,657323.71,657193.9376081286,-129.77239187131636
Mexico,Brazil,8646373.67739404,8654650.037768153,0.095720595511065,5245419.25,5250440.1965431515,5020.946543151513
Mexico,Brunei,389124.74658117775,389497.35420857713,0.0957553151458719,2987.13,2989.990335745317,2.8603357453171157
Mexico,Canada,16794472.17301856,16801088.599084556,0.03939645139086907,1670927.8,1671586.0862585034,658.286258503329
Mexico,Chile,1771487.8768169899,1773164.1552554835,0.09462545357665937,72491.83,72560.42572294352,68.59572294351528
Mexico,China,54425438.55677824,54474652.39854252,0.0904243366141089,91941910.59,92025048.45272134,83137.86272133887
Mexico,France,18783523.077263992,18799968.627125233,0.08755306336087293,2799510.86,2801961.91751705,2451.0575170503
Mexico,Germany,36724560.912515335,36756361.23446686,0.08659142862804445,9786945.37,9795420.025814928,8474.655814928934
Mexico,India,18299884.548046637,18272106.028407276,-0.1517961469452373,5243013.12,5235054.428100007,-7958.691899993457
Mexico,Italy,18682049.296898585,18698777.326893292,0.08954065867647926,5197809.2,5202463.352594427,4654.152594426647
Mexico,Japan,24786485.65938852,24808613.75884823,0.08927485632207757,13101753.11,13113449.681264626,11696.571264626458
Mexico,Malaysia,8526787.01272629,8534742.805369506,0.09330352255006992,12157607.78,12168951.25631656,11343.47631656006
Mexico,Mexico,97885137.43213741,97972876.89735645,0.08963512492370403,11969956.03,11980685.315040803,10729.285040803254
Mexico,New Zealand,2375044.980579533,2375421.589970892,0.01585693721332321,162779.75,162805.5618827535,25.811882753507234
Mexico,Peru,922495.6849068922,924072.1233402862,0.17088843440531246,888566.77,890085.2278418989,1518.4578418988967
Mexico,Russia,7576741.9869678235,7582758.723164284,0.07941059899900421,1730658.27,1732032.5960988328,1374.3260988327675
Mexico,Singapore,13749990.394799585,13762225.828790324,0.08898503663949378,1291755.53,1292904.9991316632,1149.4691316632088
Mexico,UK,27381205.09050109,27390347.633337744,0.03338984827890794,902263.51,902564.7744170649,301.26441706484184
Mexico,USA,129123602.29582326,129242460.054266,0.09204959924401775,164774981.7,164926656.41030926,151674.71030926704
Mexico,Vietnam,9631035.751087945,9645525.527727509,0.15044878883278118,8481580.85,8494341.2856627,12760.435662699863
New Zealand,Australia,701364.2843486841,700338.771353141,-0.1462168830703161,14052.7,14032.152580072778,-20.547419927223018
New Zealand,Brazil,1303720.0678103361,1303317.2208083193,-0.03089980832261392,85553.65,85527.214086137,-26.43591386299522
New Zealand,Brunei,50790.34730377274,50774.6707957254,-0.03086513260793754,75044.88,75021.71729827253,-23.162701727473177
New Zealand,Canada,1367372.6717632548,1366180.969522674,-0.08715270278467455,23886.09,23865.27262697542,-20.817373024579865
New Zealand,Chile,505044.8866252892,504883.30476166244,-0.031993564909936975,67715.3,67693.63546154054,-21.664538459459436
New Zealand,China,7453066.098439451,7450368.880959947,-0.03618936748822606,2158417.74,2157636.6222721403,-781.117727859877
New Zealand,France,3004280.696693888,3003107.3145238017,-0.03905700860034581,624950.22,624706.1331388267,-244.08686117327306
New Zealand,Germany,5810528.272723778,5808203.048821376,-0.04001742687179904,1837399.25,1836663.9700987884,-735.2799012116157
New Zealand,India,1203071.1346620019,1276770.4653267155,6.12593291795827,383135.22,406605.8265622718,23470.60656227183
New Zealand,Italy,2773189.517258143,2772161.442448668,-0.03707192757930694,950048.92,949696.7185524097,-352.20144759037066
New Zealand,Japan,3458408.0300441803,3457116.750622405,-0.03733739369552182,623220.83,622988.1355851103,-232.69441488967277
New Zealand,Malaysia,1112339.3400771185,1111968.7773103884,-0.03331382370279161,564680.5,564492.3833337459,-188.1166662541218
New Zealand,Mexico,2196907.084633389,2196094.721540381,-0.03697758083125238,85753.55,85721.84041173308,-31.709588266923674
New Zealand,New Zealand,2133074.1927200467,2130713.680779108,-0.11066243963735814,4896121.14,4890702.972898875,-5418.167101124302
New Zealand,Peru,275945.2844482174,276067.17760354746,0.04417294376810025,42924.08,42943.04082972138,18.960829721378104
New Zealand,Russia,1198785.5657494515,1198219.868757324,-0.04718917280037466,100484.93,100437.51199274395,-47.418007256041165
New Zealand,Singapore,942303.5948927767,941949.0357631297,-0.03762684675816439,364521.91,364384.75189952436,-137.15810047561536
New Zealand,UK,2249484.545608863,2247389.112342774,-0.09315170758471097,163674.84,163522.37409165344,-152.46590834655217
New Zealand,USA,6452055.705232361,6449825.4772821,-0.034566160804413826,458708.71,458550.15200967755,-158.5579903224716
New Zealand,Vietnam,1280080.9545550514,1280385.0909630288,0.023759154207801784,317228.18,317303.5507324768,75.37073247681838
Peru,Australia,1438328.980077298,1435086.586155567,-0.2254278379037149,30161.71,30093.717109272213,-67.99289072778629
Peru,Brazil,3726406.1180075533,3722299.5349691357,-0.11020224066756694,2362602.57,2359998.92902979,-2603.6409702096134
Peru,Brunei,54743.29956087036,54682.99018571095,-0.11016759246005374,0.98,0.9789203575938915,-0.001079642406108472
Peru,Canada,2371074.8544085054,2367129.1366169574,-0.1664105114274137,1759379.09,1756451.298258384,-2927.7917416160926
Peru,Chile,778422.4086014384,777556.0623728628,-0.11129512961119628,392651.27,392214.2682601335,-437.0017398665077
Peru,China,8355322.764652065,8345673.4026024565,-0.11548760378750388,3383119.74,3379212.6560790124,-3907.0839209877886
Peru,France,2588475.9313864415,2585412.3932416425,-0.11835297008761657,91324.68,91216.59452879698,-108.08547120301228
Peru,Germany,5109817.880972364,5103721.223049793,-0.11931262648856755,97909.17,97792.35199769985,-116.81800230014778
Peru,India,2510712.928336545,2662403.8377636787,6.041746458350999,1397850.99,1482305.6026813495,84454.6126813495
Peru,Italy,2559045.5129855946,2556067.5654444867,-0.11636946377063724,94800.5,94690.18116649812,-110.31883350187854
Peru,Japan,3520482.7083907155,3516376.603265753,-0.11663471930073761,1755853.3,1753805.3654322124,-2047.9345677876845
Peru,Malaysia,1187780.0663953058,1186442.455700018,-0.11261434108312836,177489.1,177289.22181954063,-199.87818045937456
Peru,Mexico,984091.802789323,982947.5481575024,-0.11627519186495709,1335838.55,1334285.3011629814,-1553.2488370186184
Peru,New Zealand,318239.73014738905,317635.38781206345,-0.1899015987242427,49940.11,49845.27293270535,-94.83706729464757
Peru,Peru,1758778.3438585065,1758159.4466172454,-0.03518904149702672,5082407.48,5080619.029522815,-1788.450477185659
Peru,Russia,1054220.1383088108,1052886.7745588971,-0.1264786832902502,450050.96,449481.7414716569,-569.2185283431318
Peru,Singapore,1763811.4773146147,1761749.159392677,-0.11692394274911594,60817.84,60746.72938357715,-71.11061642284767
Peru,UK,3786934.433216555,3780405.578094063,-0.17240475740021433,1062728.79,1060896.5950077784,-1832.194992221659
Peru,USA,12480657.3611123,12466446.17514752,-0.1138656847439757,2369367.51,2366669.613460637,-2697.896539362613
Peru,Vietnam,1368000.9263150354,1367240.500600197,-0.05558663742186924,771498.12,771069.2701373191,-428.8498626808869
Russia,Australia,13310096.493692517,13307860.658243967,-0.01679804086776977,502305.98,502221.6024361983,-84.37756380165229
Russia,Brazil,11384053.976148237,11395286.45081268,0.09866849443948772,3038387.24,3041385.1709449496,2997.9309449493885
Russia,Brunei,446682.2692539813,447123.15901500237,0.09870321509681013,2509.25,2511.7267104248167,2.4767104248167016
Russia,Canada,21689269.89467287,21698453.71531911,0.042342691528280685,190348.18,190428.77854268707,80.59854268707568
Russia,Chile,4704772.0028267065,4709362.605080166,0.09757332025231578,675679.2,676338.4826296942,659.2826296942076
Russia,China,59105821.02973469,59161009.363973215,0.09337207956346272,4013776.92,4017524.666979242,3747.7469792421907
Russia,France,21250919.611401208,21270151.847027816,0.09050072174895414,2301150.77,2303233.328055382,2082.5580553817563
Russia,Germany,41349134.34696212,41386157.97263501,0.08953905869521989,2295097.05,2297152.0582947116,2055.008294711821
Russia,India,19847788.95069709,19818244.41775627,-0.1488555375825991,4700401.73,4693404.921736267,-6996.808263733052
Russia,Italy,21161570.99842578,21181142.99169384,0.0924883756008175,7250624.56,7257330.544876457,6705.984876457602
Russia,Japan,29006727.495028038,29033478.243267853,0.0922225654183172,1598717.92,1600192.2986796263,1474.3786796263885
Russia,Malaysia,9494351.9175987,9503490.359521031,0.09625135029377037,392726.15,393104.1542223317,378.004222331685
Russia,Mexico,18703873.588646036,18721190.166870423,0.09258284463010295,2022563.09,2024435.6364431605,1872.5464431603905
Russia,New Zealand,3199268.6847680975,3199870.2267536507,0.01880248409323042,155845.81,155875.1128836352,29.30288363521686
Russia,Peru,2439546.4825393152,2443787.3547000648,0.17383854708663724,123666.47,123881.44999468133,214.97999468132912
Russia,Russia,59493239.042673565,59542236.49494621,0.0823580175849915,198816662.68,198980404.14201188,163741.46201187372
Russia,Singapore,17621840.461060386,17638040.701341312,0.09193273720031957,1068819.03,1069801.6245899969,982.5945899968501
Russia,UK,31090047.32789912,31101344.17998679,0.036335911517032894,17807834.56,17814305.199008822,6470.639008823782
Russia,USA,108988294.89076826,109091830.92638394,0.09499739005867548,482266.92,482725.0609871163,458.1409871163196
Russia,Vietnam,10760752.608320711,10777259.41984068,0.15339829955021386,2654807.84,2658880.2700828854,4072.4300828855485
Singapore,Australia,5918106.423468397,5916592.850901922,-0.025575284697021982,13038496.73,13035162.09734109,-3334.6326589100063
Singapore,Brazil,10689064.09888387,10698671.548785824,0.08988111412820879,2468318.37,2470536.922051187,2218.5520511870272
Singapore,Brunei,370863.9358675566,371197.40126010636,0.08991583173750349,746378.5,747049.6124361849,671.1124361848924
Singapore,Canada,11508338.673948526,11512200.901857413,0.03356025590061848,752404.48,752656.9888688957,252.50886889570393
Singapore,Chile,4599043.387215558,4603126.695536817,0.08878603608328166,104591.85,104684.71295768119,92.86295768117998
Singapore,China,57656682.844912,57705451.84477413,0.08458516420951313,13136087.95,13147199.13156321,11111.181563211605
Singapore,France,21473664.603670787,21491211.606519274,0.08171405846344362,7652267.51,7658520.488346901,6252.978346901014
Singapore,Germany,41732282.890712745,41765982.744037256,0.08075247983141091,3187071.58,3189645.2193348524,2573.6393348523416
Singapore,India,9724695.395639453,9709367.215183126,-0.157621188455943,12624314.7,12604416.10513544,-19898.59486455843
Singapore,Italy,20975526.956465293,20993083.795094702,0.08370153782476546,4063694.44,4067095.81473878,3401.3747387798503
Singapore,Japan,27702792.633543156,27725906.666618552,0.08343575097699352,18355090.67,18370405.377743024,15314.70774302259
Singapore,Malaysia,27406836.608509433,27430807.774009578,0.08746418217672995,42130406.27,42167255.28529179,36849.015291787684
Singapore,Mexico,19617307.2556867,19633745.774192363,0.08379599856090061,1626532.26,1627895.2289491822,1362.9689491821919
Singapore,New Zealand,1408105.9316210407,1408247.0536167468,0.010022114994121829,2230816.5,2231040.074994938,223.5749949379824
Singapore,Peru,2561705.4675730327,2565933.4232905027,0.16504456780800836,73306.59,73427.57854464029,120.98854464029137
Singapore,Russia,8304558.261142459,8310668.096486832,0.07357206912451376,2775380.66,2777422.5649776435,2041.9049776433967
Singapore,Singapore,111527761.00670318,111620491.8211009,0.08314594820221403,50851619.39,50893900.451118,42281.061117999256
Singapore,UK,17111168.326703165,17115883.138572786,0.027554003207738223,3705478.12,3706499.1275600465,1021.0075600463897
Singapore,USA,59195440.66110053,59246473.247037135,0.08621033202332641,1256316.33,1257399.4044793562,1083.0744793561753
Singapore,Vietnam,9823130.546236072,9837335.393657297,0.14460611466339549,15670802.01,15693462.947923256,22660.937923256308
UK,Australia,6204368.984957547,6198684.77780996,-0.09161620079928216,2226387.0,2224347.268815511,-2039.7311844890937
UK,Brazil,8933503.228430972,8935626.179889789,0.023763930056699724,876106.22,876314.4172693432,208.19726934318896
UK,Brunei,409776.78204507026,409874.30328366923,0.023798624732293022,58570.6,58584.53899729745,13.93899729745317
UK,Canada,9679306.445086518,9676158.761360463,-0.032519723845021956,7192054.84,7189716.003627249,-2338.8363727508113
UK,Chile,4007632.445723093,4008540.958981984,0.02266957539632336,14136.45,14139.654673191113,3.204673191112306
UK,China,52630843.65034247,52640565.3453257,0.018471478526576462,70271984.36,70284964.63450126,12980.274501264095
UK,France,17465253.421655558,17467978.397540573,0.01560226937008668,4292659.16,4293328.912245284,669.7522452836856
UK,Germany,34543992.32912372,34549050.02763188,0.01464132593583929,34556287.3,34561346.79865492,5059.498654924333
UK,India,8748349.717199413,9289344.448827494,6.1839632515430365,5248351.46,5572907.585598223,324556.12559822295
UK,Italy,17530528.028472573,17533611.37414834,0.017588435846077128,13735938.24,13738354.1766852,2415.936685198918
UK,Japan,26877317.09885809,26881973.00934859,0.017322824571279413,2025329.94,2025680.7843524956,350.84435249562375
UK,Malaysia,8788896.138197763,8790772.444010943,0.02134859467761369,1137936.93,1138179.8635428725,242.93354287254624
UK,Mexico,16472522.355334805,16475435.16414874,0.017682834183508033,2373541.8,2373961.50946077,419.70946077024564
UK,New Zealand,1461261.6764664187,1460442.75158053,-0.056042315971009705,136053.17,135976.92265258005,-76.24734741996508
UK,Peru,2109841.612045814,2111927.775589135,0.09887773240467743,697889.44,698579.4972529636,690.0572529636556
UK,Russia,7152643.246405814,7153177.238320816,0.007465658451101904,21031874.33,21033444.497903343,1570.1679033450782
UK,Singapore,8288631.372095201,8290043.192350976,0.01703321323382879,5252867.94,5253762.672197112,894.7321971114725
UK,UK,195807400.0010628,195731971.05693132,-0.03852200893892884,217688752.48,217604894.39931062,-83858.08068937063
UK,USA,45656081.76105642,45665256.61219981,0.020095572790076514,200044.48,200084.68008409094,40.20008409093134
UK,Vietnam,9950894.409850432,9958701.163195072,0.07845278045471167,5518544.87,5522874.321891156,4329.4518911559135
USA,Australia,11470836.873265406,11467451.98764554,-0.02950861961741205,14561511.63,14557214.728922559,-4296.901077441871
USA,Brazil,17727007.421029106,17742242.584987286,0.0859432367592265,14039029.91,14051095.50671425,12065.596714250743
USA,Brunei,798821.2017236106,799508.0118410034,0.0859779530026088,79086.81,79154.80722033305,67.99722033305443
USA,Canada,57087874.27446945,57104786.325667046,0.029624594386341015,56977934.32,56994813.801932015,16879.481932014227
USA,Chile,7151921.414037945,7157989.69075179,0.08484820179839192,1379588.15,1380758.7057374986,1170.555737498682
USA,China,107627157.41659573,107713956.02320854,0.08064749520127382,390466174.85,390781076.03962475,314901.1896247268
USA,France,37234233.546359226,37263193.03091234,0.0777765024142554,21010470.2,21026811.40886235,16341.208862349391
USA,Germany,73414355.8653408,73470749.07461795,0.07681496161403559,73388205.34,73444578.46176115,56373.12176114321
USA,India,18676020.076063514,18645849.091088664,-0.16154932824000978,36889355.83,36829761.323464565,-59594.50653543323
USA,Italy,37481506.972304605,37511403.685386844,0.0797639035813847,41334143.01,41367112.73597668,32969.7259766832
USA,Japan,50336346.85891005,50376363.311959036,0.07949812719058268,64428977.48,64480197.31046464,51219.83046464622
USA,Malaysia,17288485.13735872,17302925.586590886,0.0835263998981633,42669634.03,42705274.43915498,35640.409154981375
USA,Mexico,93339127.10331166,93413666.20001575,0.07985836060111491,111898670.0,111988030.44339645,89360.44339644909
USA,New Zealand,2565084.221397529,2565240.3678098777,0.006087379550592982,1433850.79,1433938.0739397765,87.28393977647647
USA,Peru,3821740.193602022,3827897.1597291203,0.16110373325235242,2906533.17,2911215.703445088,4682.533445088193
USA,Russia,15164552.377367726,15175112.188152932,0.06963483340903608,24374020.57,24390993.378619,16972.808619000018
USA,Singapore,16422593.096720466,16435601.159410479,0.07920833581762322,5911006.1,5915688.109561888,4682.009561887942
USA,UK,27946688.731671557,27953289.34214804,0.0236185779999127,4481415.99,4482474.436731098,1058.4467310979962
USA,USA,1183569170.985886,1184542924.1047115,0.08227259907541538,1179839367.12,1180810051.6322443,970684.512244463
USA,Vietnam,19360077.808558136,19387310.87191458,0.14066608422619997,97248281.01,97385076.35887407,136795.3488740623
Vietnam,Australia,6097838.015190906,6088007.1531008035,-0.1612188133829039,3493726.96,3488094.4148522494,-5632.545147750527
Vietnam,Brazil,5941578.161896221,5938849.844832028,-0.0459190637546431,1826585.47,1825746.7190534978,-838.7509465022013
Vietnam,Brunei,206131.97925332197,206037.39684534824,-0.04588439324957947,234843.38,234735.62354000018,-107.75645999982953
Vietnam,Canada,11535337.7105274,11523552.804996567,-0.1021635068393147,4507995.95,4503390.423249306,-4605.526750694029
Vietnam,Chile,2443726.423180457,2442577.562483129,-0.04701265601707148,1334944.25,1334316.6572517278,-627.5927482722327
Vietnam,China,101846583.99702874,101794430.57324529,-0.051207828222272864,53927842.84,53900227.56287452,-27615.27712548524
Vietnam,France,11936260.788105538,11929806.25048856,-0.05407503850292382,1591442.59,1590582.0168067056,-860.5731932944618
Vietnam,Germany,22782088.235081315,22769550.04163119,-0.055035312482109015,3351166.99,3349322.6647752565,-1844.3252247436903
Vietnam,India,9895150.74012277,10499743.32885466,6.109988666270559,689537.53,731668.194932682,42130.664932681946
Vietnam,Italy,11659368.093022574,11653294.698367769,-0.05209025571839867,2119028.55,2117924.742609559,-1103.807390440721
Vietnam,Japan,14231532.227356117,14224081.211606367,-0.05235568195129529,2483670.8,2482370.4572152346,-1300.3427847651765
Vietnam,Malaysia,4462553.23807273,4460396.364869491,-0.04833271645561307,3749551.85,3747739.5897359834,-1812.2602640166879
Vietnam,Mexico,10076991.994503476,10071752.369490694,-0.05199592314491705,4063537.44,4061424.5661957324,-2112.873804267496
Vietnam,New Zealand,1447956.4648575955,1446136.822143925,-0.12566971161315807,66313.91,66230.57350054359,-83.3364994564181
Vietnam,Peru,1341754.433877906,1342145.4534492767,0.02914240948252824,486221.84,486363.53675960633,141.6967596063041
Vietnam,Russia,4830494.934863772,4827490.078105529,-0.062205980934915237,899623.0,899063.3806881339,-559.6193118661176
Vietnam,Singapore,9770513.895913158,9765370.199930014,-0.052645091526813605,309227.57,309064.7768627474,-162.79313725262182
Vietnam,UK,16924713.530957583,16906407.48825453,-0.1081616103550032,4918363.26,4913043.479094875,-5319.780905124731
Vietnam,USA,58269199.94255237,58240307.238186896,-0.04958486540738897,81148418.64,81108181.30583712,-40237.33416287601
Vietnam,Vietnam,38778484.040366836,38781870.05616584,0.008731686869131226,5040336.46,5040776.566396837,440.10639683716
